"productid","bigcategory","subcategory","productname","price"
"TEC-PH-10004389","Technology","Phones","Nokia Lumia 925","14.40"
"TEC-PH-10004434","Technology","Phones","Cisco IP Phone 7961G VoIP phone - Dark gray","42.40"
"TEC-PH-10004447","Technology","Phones","Toshiba IPT2010-SD IP Telephone","30.40"
"TEC-PH-10004522","Technology","Phones","Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","59.40"
"TEC-PH-10004531","Technology","Phones","OtterBox Commuter Series Case - iPhone 5 & 5s","44.40"
"TEC-PH-10004536","Technology","Phones","Avaya 5420 Digital phone","23.40"
"TEC-PH-10004539","Technology","Phones","Wireless Extenders zBoost YX545 SOHO Signal Booster","50.40"
"TEC-PH-10004586","Technology","Phones","Wilson SignalBoost 841262 DB PRO Amplifier Kit","45.40"
"TEC-PH-10004614","Technology","Phones","AT&T 841000 Phone","16.40"
"TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","44.40"
"TEC-PH-10004700","Technology","Phones","PowerGen Dual USB Car Charger","28.40"
"TEC-PH-10004774","Technology","Phones","Gear Head AU3700S Headset","24.40"
"TEC-PH-10004830","Technology","Phones","Pyle PRT45 Retro Home Telephone","30.40"
"TEC-PH-10004833","Technology","Phones","Macally Suction Cup Mount","24.40"
"TEC-PH-10004875","Technology","Phones","PNY Rapid USB Car Charger - Black","32.40"
"TEC-PH-10004896","Technology","Phones","Nokia Lumia 521 (T-Mobile)","25.40"
"TEC-PH-10004897","Technology","Phones","Mediabridge Sport Armband iPhone 5s","34.40"
"TEC-PH-10004908","Technology","Phones","Panasonic KX TS3282W Corded phone","32.40"
"TEC-PH-10004912","Technology","Phones","Cisco SPA112 2 Port Phone Adapter","32.40"
"TEC-PH-10004922","Technology","Phones","RCA Visys Integrated PBX 8-Line Router","37.40"
"TEC-PH-10004924","Technology","Phones","""SKILCRAFT Telephone Shoulder Rest","2.00"
"TEC-PH-10004959","Technology","Phones","Classic Ivory Antique Telephone ZL1810","37.40"
"TEC-PH-10004977","Technology","Phones","GE 30524EE4","10.40"
